id,name,description,mun_red,CO_REGSAUD
2501203,Areial,Areial,250120,25003
2501302,Aroeiras,Aroeiras,250130,25015
2501351,Assunção,Assunção,250135,25016
2501401,Baía da Traição,Baía da Traição,250140,25014
2501500,Bananeiras,Bananeiras,250150,25002
2501534,Baraúna,Baraúna,250153,25004
2501575,Barra de Santana,Barra de Santana,250157,25015
2501609,Barra de Santa Rosa,Barra de Santa Rosa,250160,25004
2501708,Barra de São Miguel,Barra de São Miguel,250170,25015
2501807,Bayeux,Bayeux,250180,25001
2501906,Belém,Belém,250190,25002
2502003,Belém do Brejo do Cruz,Belém do Brejo do Cruz,250200,25008
2502052,Bernardino Batista,Bernardino Batista,250205,25009
2502102,Boa Ventura,Boa Ventura,250210,25007
2502151,Boa Vista,Boa Vista,250215,25016
2502201,Bom Jesus,Bom Jesus,250220,25009
2502300,Bom Sucesso,Bom Sucesso,250230,25008
2502409,Bonito de Santa Fé,Bonito de Santa Fé,250240,25009
2502508,Boqueirão,Boqueirão,250250,25015
2502607,Igaracy,Igaracy,250260,25007
2502706,Borborema,Borborema,250270,25002
2502805,Brejo do Cruz,Brejo do Cruz,250280,25008
2502904,Brejo dos Santos,Brejo dos Santos,250290,25008
2503001,Caaporã,Caaporã,250300,25001
2503100,Cabaceiras,Cabaceiras,250310,25015
2503209,Cabedelo,Cabedelo,250320,25001
2503308,Cachoeira dos Índios,Cachoeira dos Índios,250330,25009
2503407,Cacimba de Areia,Cacimba de Areia,250340,25006
2503506,Cacimba de Dentro,Cacimba de Dentro,250350,25002
2503555,Cacimbas,Cacimbas,250355,25006
2503605,Caiçara,Caiçara,250360,25002
2503704,Cajazeiras,Cajazeiras,250370,25009
2503753,Cajazeirinhas,Cajazeirinhas,250375,25013
2503803,Caldas Brandão,Caldas Brandão,250380,25012
2503902,Camalaú,Camalaú,250390,25005
2504009,Campina Grande,Campina Grande,250400,25016
2504033,Capim,Capim,250403,25014
2504074,Caraúbas,Caraúbas,250407,25005
2504108,Carrapateira,Carrapateira,250410,25009
2504157,Casserengue,Casserengue,250415,25002
2504207,Catingueira,Catingueira,250420,25006
2504306,Catolé do Rocha,Catolé do Rocha,250430,25008
2504355,Caturité,Caturité,250435,25015
2504405,Conceição,Conceição,250440,25007
2504504,Condado,Condado,250450,25006
2504603,Conde,Conde,250460,25001
2504702,Congo,Congo,250470,25005
2504801,Coremas,Coremas,250480,25007
2504850,Coxixola,Coxixola,250485,25005
2504900,Cruz do Espírito Santo,Cruz do Espírito Santo,250490,25001
2505006,Cubati,Cubati,250500,25004
2505105,Cuité,Cuité,250510,25004
2505204,Cuitegi,Cuitegi,250520,25002
2505238,Cuité de Mamanguape,Cuité de Mamanguape,250523,25014
2505279,Curral de Cima,Curral de Cima,250527,25014
2505303,Curral Velho,Curral Velho,250530,25007
2505352,Damião,Damião,250535,25004
2505402,Desterro,Desterro,250540,25006
2505501,Vista Serrana,Vista Serrana,250550,25006
2505600,Diamante,Diamante,250560,25007
2505709,Dona Inês,Dona Inês,250570,25002
2505808,Duas Estradas,Duas Estradas,250580,25002
2505907,Emas,Emas,250590,25006
2506004,Esperança,Esperança,250600,25003
2506103,Fagundes,Fagundes,250610,25016
2506202,Frei Martinho,Frei Martinho,250620,25004
2506251,Gado Bravo,Gado Bravo,250625,25015
2506301,Guarabira,Guarabira,250630,25002
2506400,Gurinhém,Gurinhém,250640,25012
2506509,Gurjão,Gurjão,250650,25005
2506608,Ibiara,Ibiara,250660,25007
2506707,Imaculada,Imaculada,250670,25011
2506806,Ingá,Ingá,250680,25012
2506905,Itabaiana,Itabaiana,250690,25012
2507002,Itaporanga,Itaporanga,250700,25007
2507101,Itapororoca,Itapororoca,250710,25014
2507200,Itatuba,Itatuba,250720,25012
2507309,Jacaraú,Jacaraú,250730,25014
2507408,Jericó,Jericó,250740,25008
2507507,João Pessoa,João Pessoa,250750,25001
2507606,Juarez Távora,Juarez Távora,250760,25012
2507705,Juazeirinho,Juazeirinho,250770,25016
2507804,Junco do Seridó,Junco do Seridó,250780,25006
2507903,Juripiranga,Juripiranga,250790,25012
2508000,Juru,Juru,250800,25011
2508109,Lagoa,Lagoa,250810,25013
2508208,Lagoa de Dentro,Lagoa de Dentro,250820,25002
2508307,Lagoa Seca,Lagoa Seca,250830,25003
2508406,Lastro,Lastro,250840,25010
2508505,Livramento,Livramento,250850,25016
2508554,Logradouro,Logradouro,250855,25002
2508604,Lucena,Lucena,250860,25001
2508703,Mãe d'Água,Mãe d'Água,250870,25006
2508802,Malta,Malta,250880,25006
2508901,Mamanguape,Mamanguape,250890,25014
2509008,Manaíra,Manaíra,250900,25011
2509057,Marcação,Marcação,250905,25014
2509107,Mari,Mari,250910,25001
2509156,Marizópolis,Marizópolis,250915,25010
2509206,Massaranduba,Massaranduba,250920,25016
2509305,Mataraca,Mataraca,250930,25014
2509339,Matinhas,Matinhas,250933,25003
2509370,Mato Grosso,Mato Grosso,250937,25008
2509396,Maturéia,Maturéia,250939,25006
2509404,Mogeiro,Mogeiro,250940,25012
2509503,Montadas,Montadas,250950,25003
2509602,Monte Horebe,Monte Horebe,250960,25009
2509701,Monteiro,Monteiro,250970,25005
2509800,Mulungu,Mulungu,250980,25002
2509909,Natuba,Natuba,250990,25015
2510006,Nazarezinho,Nazarezinho,251000,25010
2510105,Nova Floresta,Nova Floresta,251010,25004
2510204,Nova Olinda,Nova Olinda,251020,25007
2510303,Nova Palmeira,Nova Palmeira,251030,25004
2510402,Olho d'Água,Olho d'Água,251040,25007
2510501,Olivedos,Olivedos,251050,25016
2510600,Ouro Velho,Ouro Velho,251060,25005
2510659,Parari,Parari,251065,25005
2510709,Passagem,Passagem,251070,25006
2510808,Patos,Patos,251080,25006
2510907,Paulista,Paulista,251090,25013
2511004,Pedra Branca,Pedra Branca,251100,25007
2511103,Pedra Lavrada,Pedra Lavrada,251110,25004
2511202,Pedras de Fogo,Pedras de Fogo,251120,25012
2511301,Piancó,Piancó,251130,25007
2511400,Picuí,Picuí,251140,25004
2511509,Pilar,Pilar,251150,25012
2511608,Pilões,Pilões,251160,25002
2511707,Pilõezinhos,Pilõezinhos,251170,25002
2511806,Pirpirituba,Pirpirituba,251180,25002
2511905,Pitimbu,Pitimbu,251190,25001
2512002,Pocinhos,Pocinhos,251200,25016
2512036,Poço Dantas,Poço Dantas,251203,25009
2512077,Poço de José de Moura,Poço de José de Moura,251207,25009
2512101,Pombal,Pombal,251210,25013
2512200,Prata,Prata,251220,25005
2512309,Princesa Isabel,Princesa Isabel,251230,25011
2512408,Puxinanã,Puxinanã,251240,25016
2512507,Queimadas,Queimadas,251250,25015
2512606,Quixabá,Quixabá,251260,25006
2512705,Remígio,Remígio,251270,25003
2512721,Pedro Régis,Pedro Régis,251272,25014
2512747,Riachão,Riachão,251274,25002
2512754,Riachão do Bacamarte,Riachão do Bacamarte,251275,25012
2512762,Riachão do Poço,Riachão do Poço,251276,25001
2512788,Riacho de Santo Antônio,Riacho de Santo Antônio,251278,25015
2512804,Riacho dos Cavalos,Riacho dos Cavalos,251280,25008
2512903,Rio Tinto,Rio Tinto,251290,25014
2513000,Salgadinho,Salgadinho,251300,25006
2513109,Salgado de São Félix,Salgado de São Félix,251310,25012
2513158,Santa Cecília,Santa Cecília,251315,25015
2513208,Santa Cruz,Santa Cruz,251320,25010
2513307,Santa Helena,Santa Helena,251330,25009
2513356,Santa Inês,Santa Inês,251335,25007
2513406,Santa Luzia,Santa Luzia,251340,25006
2513505,Santana de Mangueira,Santana de Mangueira,251350,25007
2513604,Santana dos Garrotes,Santana dos Garrotes,251360,25007
2513653,Santarém,Santarém,251365,25009
2513703,Santa Rita,Santa Rita,251370,25001
2513802,Santa Teresinha,Santa Teresinha,251380,25006
2513851,Santo André,Santo André,251385,25016
2513901,São Bento,São Bento,251390,25008
2513927,São Bentinho,São Bentinho,251392,25013
2513943,São Domingos do Cariri,São Domingos do Cariri,251394,25015
2513968,São Domingos,São Domingos,251396,25013
2513984,São Francisco,São Francisco,251398,25010
2514008,São João do Cariri,São João do Cariri,251400,25005
2514107,São João do Tigre,São João do Tigre,251410,25005
2514206,São José da Lagoa Tapada,São José da Lagoa Tapada,251420,25010
2514305,São José de Caiana,São José de Caiana,251430,25007
2514404,São José de Espinharas,São José de Espinharas,251440,25006
2514453,São José dos Ramos,São José dos Ramos,251445,25012
2514503,São José de Piranhas,São José de Piranhas,251450,25009
2514552,São José de Princesa,São José de Princesa,251455,25011
2514602,São José do Bonfim,São José do Bonfim,251460,25006
2514651,São José do Brejo do Cruz,São José do Brejo do Cruz,251465,25008
2514701,São José do Sabugi,São José do Sabugi,251470,25006
2514800,São José dos Cordeiros,São José dos Cordeiros,251480,25005
2514909,São Mamede,São Mamede,251490,25006
2515005,São Miguel de Taipu,São Miguel de Taipu,251500,25012
2515104,São Sebastião de Lagoa de Roça,São Sebastião de Lagoa de Roça,251510,25003
2515203,São Sebastião do Umbuzeiro,São Sebastião do Umbuzeiro,251520,25005
2515302,Sapé,Sapé,251530,25001
2515401,Seridó,Seridó,251540,25004
2515500,Serra Branca,Serra Branca,251550,25005
2515609,Serra da Raiz,Serra da Raiz,251560,25002
2515708,Serra Grande,Serra Grande,251570,25007
2515807,Serra Redonda,Serra Redonda,251580,25016
2515906,Serraria,Serraria,251590,25002
2515930,Sertãozinho,Sertãozinho,251593,25002
2515971,Sobrado,Sobrado,251597,25001
2516003,Solânea,Solânea,251600,25002
2516102,Soledade,Soledade,251610,25016
2516151,Sossêgo,Sossêgo,251615,25004
2516201,Sousa,Sousa,251620,25010
2516300,Sumé,Sumé,251630,25005
2516409,Campo de Santana,Campo de Santana,251640,25002
2516508,Taperoá,Taperoá,251650,25016
2516607,Tavares,Tavares,251660,25011
2516706,Teixeira,Teixeira,251670,25006
2516755,Tenório,Tenório,251675,25016
2516805,Triunfo,Triunfo,251680,25009
2516904,Uiraúna,Uiraúna,251690,25009
2517001,Umbuzeiro,Umbuzeiro,251700,25015
2517100,Várzea,Várzea,251710,25006
2517209,Vieirópolis,Vieirópolis,251720,25010
2517407,Zabelê,Zabelê,251740,25005
2600054,Abreu e Lima,Abreu e Lima,260005,26010
2600104,Afogados da Ingazeira,Afogados da Ingazeira,260010,26001
2600203,Afrânio,Afrânio,260020,26009
2600302,Agrestina,Agrestina,260030,26003
2600401,Água Preta,Água Preta,260040,26008
2600500,Águas Belas,Águas Belas,260050,26004
2600609,Alagoinha,Alagoinha,260060,26003
2600708,Aliança,Aliança,260070,26005
2600807,Altinho,Altinho,260080,26003
2600906,Amaraji,Amaraji,260090,26008
2601003,Angelim,Angelim,260100,26004
2601052,Araçoiaba,Araçoiaba,260105,26010
2601102,Araripina,Araripina,260110,26007
2601201,Arcoverde,Arcoverde,260120,26002
2601300,Barra de Guabiraba,Barra de Guabiraba,260130,26003
2601409,Barreiros,Barreiros,260140,26008
2601508,Belém de Maria,Belém de Maria,260150,26008
2601607,Belém de São Francisco,Belém de São Francisco,260160,26011
2601706,Belo Jardim,Belo Jardim,260170,26003
2601805,Betânia,Betânia,260180,26012
2601904,Bezerros,Bezerros,260190,26003
2602001,Bodocó,Bodocó,260200,26007
2602100,Bom Conselho,Bom Conselho,260210,26004
2602209,Bom Jardim,Bom Jardim,260220,26006
2602308,Bonito,Bonito,260230,26003
2602407,Brejão,Brejão,260240,26004
2602506,Brejinho,Brejinho,260250,26001
2602605,Brejo da Madre de Deus,Brejo da Madre de Deus,260260,26003
2602704,Buenos Aires,Buenos Aires,260270,26006
2602803,Buíque,Buíque,260280,26002
2602902,Cabo de Santo Agostinho,Cabo de Santo Agostinho,260290,26010
2603009,Cabrobó,Cabrobó,260300,26009
2603108,Cachoeirinha,Cachoeirinha,260310,26003
2603207,Caetés,Caetés,260320,26004
2603306,Calçado,Calçado,260330,26004
2603405,Calumbi,Calumbi,260340,26012
2603454,Camaragibe,Camaragibe,260345,26010
2603504,Camocim de São Félix,Camocim de São Félix,260350,26003
2603603,Camutanga,Camutanga,260360,26005
2603702,Canhotinho,Canhotinho,260370,26004
2603801,Capoeiras,Capoeiras,260380,26004
2603900,Carnaíba,Carnaíba,260390,26001
2603926,Carnaubeira da Penha,Carnaubeira da Penha,260392,26012
2604007,Carpina,Carpina,260400,26006
2604106,Caruaru,Caruaru,260410,26003
2604155,Casinhas,Casinhas,260415,26006
2604205,Catende,Catende,260420,26008
2604304,Cedro,Cedro,260430,26011
2604403,Chã de Alegria,Chã de Alegria,260440,26010
2604502,Chã Grande,Chã Grande,260450,26010
2604601,Condado,Condado,260460,26005
2604700,Correntes,Correntes,260470,26004
2604809,Cortês,Cortês,260480,26008
2604908,Cumaru,Cumaru,260490,26006
2605004,Cupira,Cupira,260500,26003
2605103,Custódia,Custódia,260510,26002
2605152,Dormentes,Dormentes,260515,26009
2605202,Escada,Escada,260520,26008
2605301,Exu,Exu,260530,26007
2605400,Feira Nova,Feira Nova,260540,26006
2605459,Fernando de Noronha,Fernando de Noronha,260545,26010
2605509,Ferreiros,Ferreiros,260550,26005
2605608,Flores,Flores,260560,26012
2605707,Floresta,Floresta,260570,26012
2605806,Frei Miguelinho,Frei Miguelinho,260580,26003
2605905,Gameleira,Gameleira,260590,26008
2606002,Garanhuns,Garanhuns,260600,26004
2606101,Glória do Goitá,Glória do Goitá,260610,26010
2606200,Goiana,Goiana,260620,26005
2606309,Granito,Granito,260630,26007
2606408,Gravatá,Gravatá,260640,26003
2606507,Iati,Iati,260650,26004
2606606,Ibimirim,Ibimirim,260660,26002
2606705,Ibirajuba,Ibirajuba,260670,26003
2606804,Igarassu,Igarassu,260680,26010
2606903,Iguaraci,Iguaraci,260690,26001
2607000,Inajá,Inajá,260700,26002
2607109,Ingazeira,Ingazeira,260710,26001
2607208,Ipojuca,Ipojuca,260720,26010
2607307,Ipubi,Ipubi,260730,26007
2607406,Itacuruba,Itacuruba,260740,26012
2607505,Itaíba,Itaíba,260750,26004
2607604,Ilha de Itamaracá,Ilha de Itamaracá,260760,26010
2607653,Itambé,Itambé,260765,26005
2607703,Itapetim,Itapetim,260770,26001
2607752,Itapissuma,Itapissuma,260775,26010
2607802,Itaquitinga,Itaquitinga,260780,26005
2607901,Jaboatão dos Guararapes,Jaboatão dos Guararapes,260790,26010
2607950,Jaqueira,Jaqueira,260795,26008
2608008,Jataúba,Jataúba,260800,26003
2608057,Jatobá,Jatobá,260805,26002
2608107,João Alfredo,João Alfredo,260810,26006
2608206,Joaquim Nabuco,Joaquim Nabuco,260820,26008
2608255,Jucati,Jucati,260825,26004
2608305,Jupi,Jupi,260830,26004
2608404,Jurema,Jurema,260840,26003
2608453,Lagoa do Carro,Lagoa do Carro,260845,26006
2608503,Lagoa do Itaenga,Lagoa do Itaenga,260850,26006
2608602,Lagoa do Ouro,Lagoa do Ouro,260860,26004
2608701,Lagoa dos Gatos,Lagoa dos Gatos,260870,26008
2608750,Lagoa Grande,Lagoa Grande,260875,26009
2608800,Lajedo,Lajedo,260880,26004
2608909,Limoeiro,Limoeiro,260890,26006
2609006,Macaparana,Macaparana,260900,26005
2609105,Machados,Machados,260910,26006
2609154,Manari,Manari,260915,26002
2609204,Maraial,Maraial,260920,26008
2609303,Mirandiba,Mirandiba,260930,26011
2609402,Moreno,Moreno,260940,26010
2609501,Nazaré da Mata,Nazaré da Mata,260950,26006
2609600,Olinda,Olinda,260960,26010
2609709,Orobó,Orobó,260970,26006
2609808,Orocó,Orocó,260980,26009
2609907,Ouricuri,Ouricuri,260990,26007
2610004,Palmares,Palmares,261000,26008
2610103,Palmeirina,Palmeirina,261010,26004
2610202,Panelas,Panelas,261020,26003
2610301,Paranatama,Paranatama,261030,26004
2610400,Parnamirim,Parnamirim,261040,26007
2610509,Passira,Passira,261050,26006
2610608,Paudalho,Paudalho,261060,26006
2610707,Paulista,Paulista,261070,26010
2610806,Pedra,Pedra,261080,26002
2610905,Pesqueira,Pesqueira,261090,26003
2611002,Petrolândia,Petrolândia,261100,26002
2611101,Petrolina,Petrolina,261110,26009
2611200,Poção,Poção,261120,26003
2611309,Pombos,Pombos,261130,26010
2611408,Primavera,Primavera,261140,26008
2611507,Quipapá,Quipapá,261150,26008
2611533,Quixaba,Quixaba,261153,26001
2611606,Recife,Recife,261160,26010
2611705,Riacho das Almas,Riacho das Almas,261170,26003
2611804,Ribeirão,Ribeirão,261180,26008
2611903,Rio Formoso,Rio Formoso,261190,26008
2612000,Sairé,Sairé,261200,26003
2612109,Salgadinho,Salgadinho,261210,26006
2612208,Salgueiro,Salgueiro,261220,26011
2612307,Saloá,Saloá,261230,26004
2612406,Sanharó,Sanharó,261240,26003
2612455,Santa Cruz,Santa Cruz,261245,26007
2612471,Santa Cruz da Baixa Verde,Santa Cruz da Baixa Verde,261247,26012
2612505,Santa Cruz do Capibaribe,Santa Cruz do Capibaribe,261250,26003
2612554,Santa Filomena,Santa Filomena,261255,26007
2612604,Santa Maria da Boa Vista,Santa Maria da Boa Vista,261260,26009
2612703,Santa Maria do Cambucá,Santa Maria do Cambucá,261270,26003
2612802,Santa Terezinha,Santa Terezinha,261280,26001
2612901,São Benedito do Sul,São Benedito do Sul,261290,26008
2613008,São Bento do Una,São Bento do Una,261300,26003
2613107,São Caitano,São Caitano,261310,26003
2613206,São João,São João,261320,26004
2613305,São Joaquim do Monte,São Joaquim do Monte,261330,26003
2613404,São José da Coroa Grande,São José da Coroa Grande,261340,26008
2613503,São José do Belmonte,São José do Belmonte,261350,26012
2613602,São José do Egito,São José do Egito,261360,26001
2613701,São Lourenço da Mata,São Lourenço da Mata,261370,26010
2613800,São Vicente Ferrer,São Vicente Ferrer,261380,26005
2613909,Serra Talhada,Serra Talhada,261390,26012
2614006,Serrita,Serrita,261400,26011
2614105,Sertânia,Sertânia,261410,26002
2614204,Sirinhaém,Sirinhaém,261420,26008
2614303,Moreilândia,Moreilândia,261430,26007
2614402,Solidão,Solidão,261440,26001
2614501,Surubim,Surubim,261450,26006
2614600,Tabira,Tabira,261460,26001
2614709,Tacaimbó,Tacaimbó,261470,26003
2614808,Tacaratu,Tacaratu,261480,26002
2614857,Tamandaré,Tamandaré,261485,26008
2615003,Taquaritinga do Norte,Taquaritinga do Norte,261500,26003
2615102,Terezinha,Terezinha,261510,26004
2615201,Terra Nova,Terra Nova,261520,26011
2615300,Timbaúba,Timbaúba,261530,26005
2615409,Toritama,Toritama,261540,26003
2615508,Tracunhaém,Tracunhaém,261550,26006
2615607,Trindade,Trindade,261560,26007
2615706,Triunfo,Triunfo,261570,26012
2615805,Tupanatinga,Tupanatinga,261580,26002
2615904,Tuparetama,Tuparetama,261590,26001
2616001,Venturosa,Venturosa,261600,26002
2616100,Verdejante,Verdejante,261610,26011
2616183,Vertente do Lério,Vertente do Lério,261618,26006
2616209,Vertentes,Vertentes,261620,26003
2616308,Vicência,Vicência,261630,26006
2616407,Vitória de Santo Antão,Vitória de Santo Antão,261640,26010
2616506,Xexéu,Xexéu,261650,26008
2700102,Água Branca,Água Branca,270010,27010
2700201,Anadia,Anadia,270020,27005
2700300,Arapiraca,Arapiraca,270030,27007
2700409,Atalaia,Atalaia,270040,27004
2700508,Barra de Santo Antônio,Barra de Santo Antônio,270050,27001
2700607,Barra de São Miguel,Barra de São Miguel,270060,27001
2700706,Batalha,Batalha,270070,27007
2700805,Belém,Belém,270080,27008
2700904,Belo Monte,Belo Monte,270090,27007
2701001,Boca da Mata,Boca da Mata,270100,27005
2701100,Branquinha,Branquinha,270110,27003
2701209,Cacimbinhas,Cacimbinhas,270120,27008
2701308,Cajueiro,Cajueiro,270130,27004
2701357,Campestre,Campestre,270135,27003
2701407,Campo Alegre,Campo Alegre,270140,27005
2701506,Campo Grande,Campo Grande,270150,27007
2701605,Canapi,Canapi,270160,27009
2701704,Capela,Capela,270170,27004
2701803,Carneiros,Carneiros,270180,27009
2701902,Chã Preta,Chã Preta,270190,27004
2702009,Coité do Nóia,Coité do Nóia,270200,27007
2702108,Colônia Leopoldina,Colônia Leopoldina,270210,27003
2702207,Coqueiro Seco,Coqueiro Seco,270220,27001
2702306,Coruripe,Coruripe,270230,27006
2702355,Craíbas,Craíbas,270235,27007
2702405,Delmiro Gouveia,Delmiro Gouveia,270240,27010
2702504,Dois Riachos,Dois Riachos,270250,27009
2702553,Estrela de Alagoas,Estrela de Alagoas,270255,27008
2702603,Feira Grande,Feira Grande,270260,27007
2702702,Feliz Deserto,Feliz Deserto,270270,27006
2702801,Flexeiras,Flexeiras,270280,27001
2702900,Girau do Ponciano,Girau do Ponciano,270290,27007
2703007,Ibateguara,Ibateguara,270300,27003
2703106,Igaci,Igaci,270310,27008
2703205,Igreja Nova,Igreja Nova,270320,27006
2703304,Inhapi,Inhapi,270330,27010
2703403,Jacaré dos Homens,Jacaré dos Homens,270340,27007
2703502,Jacuípe,Jacuípe,270350,27002
2703601,Japaratinga,Japaratinga,270360,27002
2703700,Jaramataia,Jaramataia,270370,27007
2703759,Jequiá da Praia,Jequiá da Praia,270375,27006
2703809,Joaquim Gomes,Joaquim Gomes,270380,27003
2703908,Jundiá,Jundiá,270390,27003
2704005,Junqueiro,Junqueiro,270400,27005
2704104,Lagoa da Canoa,Lagoa da Canoa,270410,27007
2704203,Limoeiro de Anadia,Limoeiro de Anadia,270420,27007
2704302,Maceió,Maceió,270430,27001
2704401,Major Isidoro,Major Isidoro,270440,27007
2704500,Maragogi,Maragogi,270450,27002
2704609,Maravilha,Maravilha,270460,27009
2704708,Marechal Deodoro,Marechal Deodoro,270470,27001
2704807,Maribondo,Maribondo,270480,27008
2704906,Mar Vermelho,Mar Vermelho,270490,27004
2705002,Mata Grande,Mata Grande,270500,27010
2705101,Matriz de Camaragibe,Matriz de Camaragibe,270510,27002
2705200,Messias,Messias,270520,27001
2705309,Minador do Negrão,Minador do Negrão,270530,27008
2705408,Monteirópolis,Monteirópolis,270540,27009
2705507,Murici,Murici,270550,27003
2705606,Novo Lino,Novo Lino,270560,27003
2705705,Olho d'Água das Flores,Olho d'Água das Flores,270570,27009
2705804,Olho d'Água do Casado,Olho d'Água do Casado,270580,27010
2705903,Olho d'Água Grande,Olho d'Água Grande,270590,27007
2706000,Olivença,Olivença,270600,27009
2706109,Ouro Branco,Ouro Branco,270610,27009
2706208,Palestina,Palestina,270620,27009
2706307,Palmeira dos Índios,Palmeira dos Índios,270630,27008
2706406,Pão de Açúcar,Pão de Açúcar,270640,27009
2706422,Pariconha,Pariconha,270642,27010
2706448,Paripueira,Paripueira,270644,27001
2706505,Passo de Camaragibe,Passo de Camaragibe,270650,27002
2706604,Paulo Jacinto,Paulo Jacinto,270660,27004
2706703,Penedo,Penedo,270670,27006
2706802,Piaçabuçu,Piaçabuçu,270680,27006
2706901,Pilar,Pilar,270690,27001
2707008,Pindoba,Pindoba,270700,27004
2707107,Piranhas,Piranhas,270710,27010
2707206,Poço das Trincheiras,Poço das Trincheiras,270720,27009
2707305,Porto Calvo,Porto Calvo,270730,27002
2707404,Porto de Pedras,Porto de Pedras,270740,27002
2707503,Porto Real do Colégio,Porto Real do Colégio,270750,27006
2707602,Quebrangulo,Quebrangulo,270760,27004
2707701,Rio Largo,Rio Largo,270770,27001
2707800,Roteiro,Roteiro,270780,27005
2707909,Santa Luzia do Norte,Santa Luzia do Norte,270790,27001
2708006,Santana do Ipanema,Santana do Ipanema,270800,27009
2708105,Santana do Mundaú,Santana do Mundaú,270810,27003
2708204,São Brás,São Brás,270820,27006
2708303,São José da Laje,São José da Laje,270830,27003
2708402,São José da Tapera,São José da Tapera,270840,27009
2708501,São Luís do Quitunde,São Luís do Quitunde,270850,27002
2708600,São Miguel dos Campos,São Miguel dos Campos,270860,27005
2708709,São Miguel dos Milagres,São Miguel dos Milagres,270870,27002
2708808,São Sebastião,São Sebastião,270880,27007
2708907,Satuba,Satuba,270890,27001
2708956,Senador Rui Palmeira,Senador Rui Palmeira,270895,27009
2709004,Tanque d'Arca,Tanque d'Arca,270900,27008
2709103,Taquarana,Taquarana,270910,27007
2709152,Teotônio Vilela,Teotônio Vilela,270915,27005
2709202,Traipu,Traipu,270920,27007
2709301,União dos Palmares,União dos Palmares,270930,27003
2709400,Viçosa,Viçosa,270940,27004
2800100,Amparo de São Francisco,Amparo de São Francisco,280010,28007
2800209,Aquidabã,Aquidabã,280020,28007
2800308,Aracaju,Aracaju,280030,28001
2800407,Arauá,Arauá,280040,28002
2800506,Areia Branca,Areia Branca,280050,28003
2800605,Barra dos Coqueiros,Barra dos Coqueiros,280060,28001
2800670,Boquim,Boquim,280067,28002
2800704,Brejo Grande,Brejo Grande,280070,28007
2801009,Campo do Brito,Campo do Brito,280100,28003
2801108,Canhoba,Canhoba,280110,28007
2801207,Canindé de São Francisco,Canindé de São Francisco,280120,28005
2801306,Capela,Capela,280130,28006
2801405,Carira,Carira,280140,28003
2801504,Carmópolis,Carmópolis,280150,28006
2801603,Cedro de São João,Cedro de São João,280160,28007
2801702,Cristinápolis,Cristinápolis,280170,28002
2801900,Cumbe,Cumbe,280190,28006
2802007,Divina Pastora,Divina Pastora,280200,28001
2802106,Estância,Estância,280210,28002
2802205,Feira Nova,Feira Nova,280220,28005
2802304,Frei Paulo,Frei Paulo,280230,28003
2802403,Gararu,Gararu,280240,28005
2802502,General Maynard,General Maynard,280250,28006
2802601,Gracho Cardoso,Gracho Cardoso,280260,28005
2802700,Ilha das Flores,Ilha das Flores,280270,28007
2802809,Indiaroba,Indiaroba,280280,28002
2802908,Itabaiana,Itabaiana,280290,28003
2803005,Itabaianinha,Itabaianinha,280300,28002
2803104,Itabi,Itabi,280310,28005
2803203,Itaporanga d'Ajuda,Itaporanga d'Ajuda,280320,28001
2803302,Japaratuba,Japaratuba,280330,28006
2803401,Japoatã,Japoatã,280340,28007
2803500,Lagarto,Lagarto,280350,28004
2803609,Laranjeiras,Laranjeiras,280360,28001
2803708,Macambira,Macambira,280370,28003
2803807,Malhada dos Bois,Malhada dos Bois,280380,28007
2803906,Malhador,Malhador,280390,28003
2804003,Maruim,Maruim,280400,28006
2804102,Moita Bonita,Moita Bonita,280410,28003
2804201,Monte Alegre de Sergipe,Monte Alegre de Sergipe,280420,28005
2804300,Muribeca,Muribeca,280430,28007
2804409,Neópolis,Neópolis,280440,28007
2804458,Nossa Senhora Aparecida,Nossa Senhora Aparecida,280445,28003
2804508,Nossa Senhora da Glória,Nossa Senhora da Glória,280450,28005
2804607,Nossa Senhora das Dores,Nossa Senhora das Dores,280460,28006
2804706,Nossa Senhora de Lourdes,Nossa Senhora de Lourdes,280470,28007
2804805,Nossa Senhora do Socorro,Nossa Senhora do Socorro,280480,28006
2804904,Pacatuba,Pacatuba,280490,28007
2805000,Pedra Mole,Pedra Mole,280500,28003
2805109,Pedrinhas,Pedrinhas,280510,28002
2805208,Pinhão,Pinhão,280520,28003
2805307,Pirambu,Pirambu,280530,28006
2805406,Poço Redondo,Poço Redondo,280540,28005
2805505,Poço Verde,Poço Verde,280550,28004
2805604,Porto da Folha,Porto da Folha,280560,28005
2805703,Propriá,Propriá,280570,28007
2805802,Riachão do Dantas,Riachão do Dantas,280580,28004
2805901,Riachuelo,Riachuelo,280590,28001
2806008,Ribeirópolis,Ribeirópolis,280600,28003
2806107,Rosário do Catete,Rosário do Catete,280610,28006
2806206,Salgado,Salgado,280620,28004
2806305,Santa Luzia do Itanhy,Santa Luzia do Itanhy,280630,28002
2806404,Santana do São Francisco,Santana do São Francisco,280640,28007
2806503,Santa Rosa de Lima,Santa Rosa de Lima,280650,28001
2806602,Santo Amaro das Brotas,Santo Amaro das Brotas,280660,28006
2806701,São Cristóvão,São Cristóvão,280670,28001
2806800,São Domingos,São Domingos,280680,28003
2806909,São Francisco,São Francisco,280690,28007
2807006,São Miguel do Aleixo,São Miguel do Aleixo,280700,28003
